College Name,City,State,Country
Madanapalle Institute of Technology and Science,Madanapalle,Andhra Pradesh,India
Acropolis Institute of Technology and Research,Indore,Madhya Pradesh,India
Acharya NG Ranga Agricultural University,Guntur,Andhra Pradesh,India
Thanthai Periyar Government Institute of Technology,Vellore,Tamil Nadu,India
Sree Chitra Thirunal College of Engineering,Thiruvananthapuram,Kerala,India
University of Burdwan,Bardhaman,West Bengal,India
VIT-AP University,Inavolu,Andhra Pradesh,India
University College of Engineering Bharathidasan Institute of Technology Campus Anna University,Tiruchirappalli,Tamil Nadu,India
GLA University,Mathura,Uttar Pradesh,India
Sagar Institute of Science and Technology,Bhopal,Madhya Pradesh,India
Bengal Institute of Technology,Kolkata,West Bengal,India
Bapatla Engineering College,Guntur,Andhra Pradesh,India
St Joseph Engineering College,Mangalore,Karnataka,India
Panimalar Engineering College,Chennai,Tamil Nadu,India
BP Poddar Institute of Management and Technology,Kolkata,West Bengal,India
Sagar Institute of Research and Technology,Bhopal,Madhya Pradesh,India
Pt Ravishankar Shukla University,Raipur,Chhattisgarh,India
Barkatullah University Institute of Technology,Bhopal,Madhya Pradesh,India
Calcutta Institute of Engineering and Management,Kolkata,West Bengal,India
Rajkiya Engineering College,Banda,Uttar Pradesh,India
IIMT College of Engineering,Greater Noida,Uttar Pradesh,India
PES Institute of Technology and Management,Shivamogga,Karnataka,India
JNTUA College of Engineering,Kalikiri,Andhra Pradesh,India
Laxminarayan Institute of Technology,Nagpur,Maharashtra,India
Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,India
Government Engineering College,Thiruvananthapuram,Kerala,India
Ujjain Engineering College,Ujjain,Madhya Pradesh,India
Oriental Institute of Science and Technology,Bhopal,Madhya Pradesh,India
Sri Venkateshwara College of Engineering,Bengaluru,Karnataka,India
Silicon Institute of Technology,Bhubaneswar,Odisha,India
Jawaharlal Nehru National College of Engineering,Shivamogga,Karnataka,India
Visvesvaraya Technological University,Belgaum,Karnataka,India
Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College,Chennai,Tamil Nadu,India
School of Engineering,Kochi,Kerala,India
National Institute of Science and Technology,Berhampur,Odisha,India
Greater Noida Institute of Technology Engineering Institute,Greater Noida,Uttar Pradesh,India
Institute of Engineering and Science,Indore,Madhya Pradesh,India
University of Calicut,Malappuram,Kerala,India
Homi Bhabha National Institute,Mumbai,Maharashtra,India
Bhagwan Parshuram Institute of Technology,New Delhi,Delhi,India
Indian Institute of Information Technology,Nagpur,Maharashtra,India
TKM Institute of Technology,Kollam,Kerala,India
MS Engineering College,Bengaluru,Karnataka,India
MKSSS's Cummins College of Engineering for Women,Pune,Maharashtra,India
National Institute of Electronics and Information Technology,Aurangabad,Maharashtra,India
CMR University,Bengaluru,Karnataka,India
Gayatri Vidya Parishad College for Degree and PG Courses,Visakhapatnam,Andhra Pradesh,India
Cooch Behar Government Engineering College,Cooch Behar,West Bengal,India
Government Engineering College,Rajkot,Gujarat,India
Sikkim Manipal Institute of Technology,Majitar,Sikkim,India
IMS Engineering College,Ghaziabad,Uttar Pradesh,India
Govind Ballabh Pant University of Agriculture and Technology,Pantnagar,Uttarakhand,India
Amity University,Lucknow,Uttar Pradesh,India
Amity University,Jaipur,Rajasthan,India
GH Raisoni Academy of Engineering and Technology,Nagpur,Maharashtra,India
IK Gujral Punjab Technical University,Kapurthala,Punjab,India
Indian Institute of Carpet Technology,Bhadohi,Uttar Pradesh,India
Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,India
Dr Harisingh Gour Vishwavidyalaya,Sagar,Madhya Pradesh,India
KLE Institute of Technology,Hubli,Karnataka,India
Guru Teg Bahadur Institute of Technology,New Delhi,Delhi,India
Gudlavalleru Engineering College,Gudlavalleru,Andhra Pradesh,India
Aditya Engineering College,Surampalem,Andhra Pradesh,India
Dr Ram Manohar Lohia Avadh University,Faizabad,Uttar Pradesh,India
Chaudhary Charan Singh University,Meerut,Uttar Pradesh,India
Institute of Technology and Management Universe,Paldi,Gujarat,India
Sambhram Institute of Technology,Bengaluru,Karnataka,India
Institute of Engineering and Rural Technology,Allahabad,Uttar Pradesh,India
North Eastern Regional Institute of Science and Technology,Itanagar,Arunachal Pradesh,India
ABES Institute of Technology,Ghaziabad,Uttar Pradesh,India
Lakshmi Narain College of Technology and Science,Bhopal,Madhya Pradesh,India
Dr Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,India
Babu Banarasi Das National Institute of Technology and Management,Lucknow,Uttar Pradesh,India
Gaya College of Engineering,Gaya,Bihar,India
PSIT-Pranveer Singh Institute of Technology,Kanpur,Uttar Pradesh,India
Sarvajanik College of Engineering and Technology,Surat,Gujarat,India
Indo Global College of Engineering,New Chandigarh,Punjab,India
National Power Training Institute,Durgapur,West Bengal,India
Indus University,Ahmedabad,Gujarat,India
Sarvepalli Radhakrishnan University,Bhopal,Madhya Pradesh,India
University of Kerala,Thiruvananthapuram,Kerala,India
Noida International University,Noida,Uttar Pradesh,India
Gandhi Institute for Technological Advancement,Badaraghunathpur,Odisha,India
Walchand Institute of Technology,Solapur,Maharashtra,India
Malla Reddy Engineering College for Women,Secunderabad,Telangana,India
University College of Engineering,Kothagudem,Telangana,India
BVRIT Hyderabad College of Engineering for Women,Hyderabad,Telangana,India
Poornima College of Engineering,Jaipur,Rajasthan,India
Mangalore Institute of Technology and Engineering,Mangalore,Karnataka,India
Government Engineering College,Bilaspur,Chhattisgarh,India
Bapuji Institute of Engineering and Technology,Davanagere,Karnataka,India
School of Planning and Architecture Bhopal ,Bhopal,Madhya Pradesh,India
Gauhati University,Guwahati,Assam,India
Indian Institute of Information Technology,Ranchi,Jharkhand,India
Meghnad Saha Institute of Technology,South 24 Parganas,West Bengal,India
Dehradun Institute of Technology,Dehradun,Uttarakhand,India
Amritsar College of Engineering and Technology,Amritsar,Punjab,India
Marine Engineering and Research Institute,Kolkata,West Bengal,India
Sahyadri College of Engineering and Management,Mangaluru,Karnataka,India
Jeppiaar Engineering College,Chennai,Tamil Nadu,India
IEC University,Solan,Himachal Pradesh,India
College of Engineering,Chengannur,Kerala,India
Indian Institute of Technology Goa ,Ponda,Goa,India
Indian Institute of Information Technology,Imphal,Manipur,India
Teerthanker Mahaveer University,Bagadpur,Uttar Pradesh,India
Rajkiya Engineering College,Sikraura,Uttar Pradesh,India
St Thomas College of Engineering and Technology,Kolkata,West Bengal,India
Bangalore College of Engineering and Technology,Bengaluru,Karnataka,India
Sphoorthy Engineering College,Nadergul,Telangana,India
Dr KN Modi University,Tonk,Rajasthan,India
University College of Engineering and Technology,Bikaner,Rajasthan,India
University of Mysore,Mysuru,Karnataka,India
Maturi Venkata Subba Rao Engineering College,Hyderabad,Telangana,India
Nitra Technical Campus,Ghaziabad,Uttar Pradesh,India
KLE Dr MS Sheshgiri College of Engineering and Technology,Belagavi,Karnataka,India
Technocrats Institute of Technology,Bhopal,Madhya Pradesh,India
MES College of Engineering,Malappuram,Kerala,India
Guru Nanak Institute of Technology,Kolkata,West Bengal,India
Delhi Institute of Tool Engineering,New Delhi,Delhi,India
Vivekanand Education Society's Institute of Technology,Mumbai,Maharashtra,India
TKR College of Engineering and Technology,Hyderabad,Telangana,India
Sapthagiri College of Engineering,Myadarahalli,Karnataka,India
Dr S and SS Ghandhy Government Engineering College,Surat,Gujarat,India
Bipin Tripathi Kumaon Institute of Technology,Hulank Talli Mirai,Uttarakhand,India
DAV Institute of Engineering and Technology,Jalandhar,Punjab,India
Institute of Engineering and Technology,Indore,Madhya Pradesh,India
Government College of Engineering,Kannur,Kerala,India
Calcutta Institute of Technology,Howrah,West Bengal,India
Dr SS Bhatnagar University Institute of Chemical Engineering and Technology,Chandigarh,Chandigarh,India
PSNA College of Engineering and Technology,Dindigul,Tamil Nadu,India
Inderprastha Engineering College,Ghaziabad,Uttar Pradesh,India
Defence Institute of Advanced Technology,Pune,Maharashtra,India
SNDT Womens University,Mumbai,Maharashtra,India
College Name,City,State,Country
Yashwantrao Chavan Maharashtra Open University,Nashik,Maharashtra,India
RV College of Architecture,Bengaluru,Karnataka,India
Government College of Engineering,Tirunelveli,Tamil Nadu,India
PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,India
Malnad College of Engineering,Hassan,Karnataka,India
Government College of Engineering,Jalgaon,Maharashtra,India
Rungta College of Engineering and Technology,Bhilai,Chhattisgarh,India
NSS College of Engineering,Palakkad,Kerala,India
Indian Institute of Information Technology,Hamirpur,Himachal Pradesh,India
University Institute of Information Technology,Shimla,Himachal Pradesh,India
Hindusthan College of Engineering and Technology,Coimbatore,Tamil Nadu,India
Ranchi University,Ranchi,Jharkhand,India
Bharati Vidyapeeth's College of Engineering for Women,Pune,Maharashtra,India
GH Patel College of Engineering and Technology,Anand,Gujarat,India
Vignana Bharathi Institute of Technology,Ghatkesar,Telangana,India
Pragati Engineering College,Surampalem,Andhra Pradesh,India
Beant College of Engineering and Technology,Gurdaspur,Punjab,India
Utkal University,Bhubaneshwar,Odisha,India
Sri Krishna College of Technology,Coimbatore,Tamil Nadu,India
Karpagam College of Engineering,Coimbatore,Tamil Nadu,India
Rajkiya Engineering College,Bijnor,Uttar Pradesh,India
Shaheed Bhagat Singh State Technical Campus,Firozpur,Punjab,India
Vidya Jyothi Institute of Technology,Hyderabad,Telangana,India
MJ College of Engineering and Technology,Hyderabad,Telangana,India
Geethanjali College of Engineering and Technology,Secunderabad,Telangana,India
Government Engineering College,Kozhikode,Kerala,India
SCMS School of Engineering and Technology,Ernakulam,Kerala,India
Sir JJ College of Architecture,Mumbai,Maharashtra,India
Jawaharlal Nehru Architecture and Fine Arts University,Hyderabad,Telangana,India
Swami Vivekananda Institute of Science and Technology,Sonarpur,West Bengal,India
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,Kanchipuram,Tamil Nadu,India
Godavari Institute of Engineering and Technology,Rajahmundry,Andhra Pradesh,India
Dr Shyama Prasad Mukherjee International Institute of Information Technology,Naya Raipur,Chhattisgarh,India
Government Engineering College,Bikaner,Rajasthan,India
Government Engineering College,Ajmer,Rajasthan,India
Shantilal Shah Engineering College,Bhavnagar,Gujarat,India
East West Institute of Technology,Bengaluru,Karnataka,India
Shri Vishnu Engineering College for Women,West Godavari,Andhra Pradesh,India
Amity School of Engineering and Technology,Noida,Uttar Pradesh,India
Meerut Institute of Engineering and Technology,Rampur Pawti,Uttar Pradesh,India
Sri Eshwar College of Engineering,Coimbatore,Tamil Nadu,India
Jawaharlal Nehru Government Engineering College,Sundernagar,Himachal Pradesh,India
HMR Institute of Technology and Management,New Delhi,Delhi,India
Global Academy of Technology,Bengaluru,Karnataka,India
Shobhit Institute of Engineering and Technology,Meerut,Uttar Pradesh,India
Uttaranchal Institute of Technology,Dehradun,Uttarakhand,India
Government Engineering College,Patan,Gujarat,India
Chandigarh Engineering College,Landran,Punjab,India
Indian Institute of Technology Bhilai ,Bhilai,Chhattisgarh,India
MCKV Institute of Engineering,Howrah,West Bengal,India
Parala Maharaja Engineering College,Berhampur,Odisha,India
Hemwati Nandan Bahuguna Garhwal University,Naur,Uttarakhand,India
Dr DY Patil School of Engineering,Pune,Maharashtra,India
Vinayaka Mission's Research Foundation,Salem,Tamil Nadu,India
Sir Chhotu Ram Institute of Engineering and Technology,Meerut,Uttar Pradesh,India
Maharaja Institute of Technology,Mandya,Karnataka,India
Aurora's Scientific Technological and Research Academy,Hyderabad,Telangana,India
Noida Institute of Engineering and Technology,Greater Noida,Uttar Pradesh,India
Islamic University of Science and Technology,Pulwama,Jammu and Kashmir,India
LJ Institute of Engineering and Technology,Ahmedabad,Gujarat,India
BLDEA's VP Dr PG Halakatti College of Engineering and Technology,Bijapur,Karnataka,India
Thadomal Shahani Engineering College,Mumbai,Maharashtra,India
Shri Vaishnav Institute of Technology and Science,Indore,Madhya Pradesh,India
THDC Institute of Hydro Power Engineering and Technology,Tehri,Uttarakhand,India
SA Engineering College,Chennai,Tamil Nadu,India
Malla Reddy Institute of Technology,Hyderabad,Telangana,India
Loknayak Jai Prakash Institute of Technology,Chhapra,Bihar,India
Dr Rajendra Prasad Central Agricultural University Samastipur ,Samastipur,Bihar,India
Raghu Engineering College,Visakhapatnam,Andhra Pradesh,India
Gayatri Vidya Parishad College of Engineering for Women,Visakhapatnam,Andhra Pradesh,India
Accurate Institute of Management and Technology,Greater Noida,Uttar Pradesh,India
Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College,Aurangabad,Maharashtra,India
National Institute of Fashion Technology,Gandhinagar,Gujarat,India
College of Engineering and Management,Kolaghat,West Bengal,India
Sreyas Institute of Engineering and Technology,Hyderabad,Telangana,India
Matrusri Engineering College,Hyderabad,Telangana,India
Ballari Institute of Technology and Management,Ballari,Karnataka,India
Shri Ramswaroop Memorial Group of Professional Colleges,Lucknow,Uttar Pradesh,India
Sree Chitra Tirunal Institute for Medical Sciences and Technology Trivandrum ,Thiruvananthapuram,Kerala,India
Swami Keshvanand Institute of Technology,Jaipur,Rajasthan,India
Sardar Vallabhbhai Patel Institute of Technology,Vasad,Gujarat,India
Government College of Engineering,Chandrapur,Maharashtra,India
College of Agricultural Engineering,Madakasira,Andhra Pradesh,India
University of Kashmir,Srinagar,Jammu and Kashmir,India
Government Engineering College,Idukki Township,Kerala,India
SJC Institute of Technology,Chikkaballapura,Karnataka,India
Parul Institute of Engineering and Technology,Vadodara,Gujarat,India
Indian Institute of Information Technology,Surat,Gujarat,India
Dr DY Patil School of Engineering and Technology,Pimpri-Chinchwad,Maharashtra,India
Sri Siddhartha Institute of Technology,Tumakuru,Karnataka,India
Murshidabad College of Engineering and Technology,Berhampore,West Bengal,India
Axis Institute of Technology and Management,Kanpur,Uttar Pradesh,India
TERI School of Advanced Studies,New Delhi,Delhi,India
KS Rangasamy College of Technology,Tiruchengode,Tamil Nadu,India
Vignan's Lara Institute of Technology and Science,Vadlamudi,Andhra Pradesh,India
Institute of Road and Transport Technology,Suriyampalayam,Tamil Nadu,India
