College Name,City,State,Country
Shri Krishna College of Engineering,Baghpat,Uttar Pradesh,India
Shri Guru Sandipani Institute of Technology and Science,Ujjain,Madhya Pradesh,India
Shreejee Institute of Technology and Management,Meharja,Madhya Pradesh,India
Shree Siddhivinayak Group of Institutions,Bilaspur,Haryana,India
Shree Sathyam College of Engineering and Technology,Salem,Tamil Nadu,India
Shree Saraswati Education Sansthanï¿½s Group of Institutions- Dept of Engineering,Irana,Gujarat,India
Shiva Rama Krishna College of Engineering and Technology,Turakalakota,Andhra Pradesh,India
Seshachala Institute of Engineering and Technology,Gollakandriga,Andhra Pradesh,India
SECT Group of Institutes,Rajpura,Punjab,India
Sardar Raja College of Engineering,Tirunelveli,Tamil Nadu,India
Sardar Patel Institute of Technology and Management,Thangoan,Madhya Pradesh,India
Saraswathi Velu College of Engineering,Vellore,Tamil Nadu,India
Safa College of Engineering and Technology,B. Thandrapadu,Andhra Pradesh,India
S Veerasamy Chettiar College of Engineering and Technology,Ayyapuram,Tamil Nadu,India
S Sukhjinder Singh Engineering and Technology College,Gurdaspur,Punjab,India
SGBM Institute of Technology and Science,Sukha,Madhya Pradesh,India
SB Institute of Engineering and Technology,Pundri,Haryana,India
RRASE College of Engineering,Sirumathur,Tamil Nadu,India
Rama Engineering College,Gironi,Uttar Pradesh,India
Radharaman Institute of Research and Technology,Mahua Kheda,Madhya Pradesh,India
Quest Group of Institutions,Mohali,Punjab,India
Prashanti Institute of Technology and Science,Ujjain,Madhya Pradesh,India
Pannaikadu Veerammal Paramasivam College of Engineering and Technology for Women,Sengattampatti,Tamil Nadu,India
Pannai College of Engineering and Technology,Kilangattur,Tamil Nadu,India
Pankajakasthuri College of Engineering and Technology,Maranalloor,Kerala,India
Pandian Saraswathi Yadav Engineering College,Arasanoor,Tamil Nadu,India
Panchwati Institute of Engineering and Technology,Meerut,Uttar Pradesh,India
Padmashree Krutartha Acharya College of Engineering,Bargarh,Odisha,India
Pacific College of Engineering,Udaipur,Rajasthan,India
PK Institute of Technology and Management,Birhana,Uttar Pradesh,India
Odaiyappa College of Engineering and Technology,Vadaveeranaickenpatty,Tamil Nadu,India
Nuva College of Engineering and Technology,Khapari,Maharashtra,India
Nigam Institute of Engineering and Technology,Malipada,Odisha,India
Neelam College of Engineering and Technology,Agra,Uttar Pradesh,India
MNSK College of Engineering,Pudukkottai,Tamil Nadu,India
Mayurakshi Institute of Engineering and Technology,Basni Karwar,Rajasthan,India
Maria College of Engineering and Technology,Attoor,Tamil Nadu,India
Mar Ephraem College of Engineering and Technology,Marthandam,Tamil Nadu,India
Majhighariani Institute of Technology Science,Bhujabala,Odisha,India
Mahendra Engineering College for Women,Kavundampalayam,Tamil Nadu,India
Maharishi Arvind International Institute of Technology,Kota,Rajasthan,India
Maharishi Arvind College of Engineering and Technology,Ranpur,Rajasthan,India
Maharaja Prithvi Engineering College,Ayikavundanpalayam,Tamil Nadu,India
Mahakavi Bharathiyar College of Engineering and Technology,Vasudevanallur,Tamil Nadu,India
Mahakal Institute of Technology and Management,Khajuria Rehwari,Madhya Pradesh,India
Maha Barathi Engineering College,Vasudevanur,Tamil Nadu,India
Madurai Institute of Engineering and Technology,Sivagangai,Tamil Nadu,India
MP Nachimuthu M Jaganathan Engineering College,Erode,Tamil Nadu,India
MAM School of Engineering,Siruganur,Tamil Nadu,India
Latha Mathavan Engineering College,Kidaripatti,Tamil Nadu,India
Lala Lajpat Rai Institute of Engineering and Technology,Moga,Punjab,India
Krishna Institute of Management and Technology,Moradabad,Uttar Pradesh,India
Kings College of Engineering,Punalkulam,Tamil Nadu,India
King College of Technology,Namakkal,Tamil Nadu,India
Kathir College of Engineering,Coimbatore,Tamil Nadu,India
Kalka Engineering College,Meerut,Uttar Pradesh,India
Kailash Narayan Patidar College of Science and Technology,Bhopal,Madhya Pradesh,India
Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,Osmanabad,Maharashtra,India
KKC College of Engineering and Technology,Jayamkondan,Tamil Nadu,India
JMS Group of Institutions,Sabli,Uttar Pradesh,India
JEI Mathaajee College of Engineering,Kanchipuram,Tamil Nadu,India
Jayaram College of Engineering and Technology,Pagalavadi,Tamil Nadu,India
Jaya Suriya Engineering College,Koduvalli,Tamil Nadu,India
Jagannath Institute for Technology and Management,Uppalada,Odisha,India
JKK Nattraja College of Engineering and Technology,Komarapalayam,Tamil Nadu,India
Ishwarchand Vidya Sagar Institute of Technology,Jait,Uttar Pradesh,India
Institute of Technology and Management,Bhilwara,Rajasthan,India
Indotech College of Engineering,Khurda,Odisha,India
Immanuel Araser JJ college of Engineering,Marthandam,Tamil Nadu,India
Idhaya Engineering College for Women,Chinnasalem,Tamil Nadu,India
Haryana Institute of Engineering and Technology,Kaithal,Haryana,India
Hansaba College of Engineering and Technology,Siddhpur,Gujarat,India
Gyan Sagar College of Engineering,Sironj,Madhya Pradesh,India
Gyan Bharti Institute of Technology,Meerut,Uttar Pradesh,India
Golden College of Engineering and Technology,Gurdaspur,Punjab,India
Gold Field Institute of Technology and Management,Faridabad,Haryana,India
Global Institute of Engineering and Science,Barwani,Madhya Pradesh,India
Ghubaya College of Engineering and Technology,Fazilka,Punjab,India
Gayathri Institute of Technology and Sciences,Atmakur,Telangana,India
Fatima Michael College of Engineering and Technology,Varichiyur,Tamil Nadu,India
Dr Nallini Institute of Engineering and Technology,Dharapuram,Tamil Nadu,India
Doon Valley College of Engineering,Karnal,Haryana,India
DMI Engineering College,Kanyakumari,Tamil Nadu,India
Dhaya College of Engineering,Karisalkalampatti,Tamil Nadu,India
Devender Singh Institute of Technology and Management,Ghaziabad,Uttar Pradesh,India
Daripally Anantha Ramulu College of Engineering and Technology,Khammam,Telangana,India
Corporate Institute of Research and Technology,Bhopal,Madhya Pradesh,India
Continental Institute of Engineering and Technology,Jalverhi Dhumi,Punjab,India
CMS College of Engineering,Ernapuram,Tamil Nadu,India
CLG Institute of Engineering and Technology,Sumerpur,Rajasthan,India
Chendu College of Engineering and Technology,Zamin Endathur,Tamil Nadu,India
Chandy College of Engineering,Thoothukudi,Tamil Nadu,India
Bharathiyar Institute of Engineering for Women,Thalaivasal,Tamil Nadu,India
Bharath College of Engineering and Technology for Women,Kadapa,Andhra Pradesh,India
Bhajarang Engineering College,Veppampattu,Tamil Nadu,India
Aryan Institute of Technology,Ghaziabad,Uttar Pradesh,India
Arunachala College of Engineering for Women,Nagercoil,Tamil Nadu,India
Arulmurugan College of Engineering,Thennilai West,Tamil Nadu,India
Anupama College of Engineering,Dharera,Uttar Pradesh,India
Annai Mathammal Sheela Engineering College,Erumapatti,Tamil Nadu,India
Aishwarya College of Engineering and Technology,Paruvachi,Tamil Nadu,India
AR Engineering College,Villupuram,Tamil Nadu,India
AKT Memorial College of Engineering and Technology,Villupuram,Tamil Nadu,India
Haryana Institute of Technology,Bahadurgarh,Haryana,India
Baldev Ram Mirdha Institute of Technology East Campus,Jaipur,Rajasthan,India
AMAKSIK College of Technology and Management,Anakapalle,Andhra Pradesh,India
Hasvita Institute of Science and Technology,Ramlingam Palle,Telangana,India
Swaminarayan College of Engineering and Technology,Kalol,Gujarat,India
DG College of Architecture,Malappuram,Kerala,India
Sneha College of Architecture,Palakkad,Kerala,India
The Kavery College of Engineering,M.Kalipatti,Tamil Nadu,India
RKDF College of Technology,Bhopal,Madhya Pradesh,India
Guru Nanak Institute of Technology,Dahegaon,Maharashtra,India
Sai Rajeswari Institute of Technology,Kanapalli,Andhra Pradesh,India
Sri Parashuram Institute of Technology and Research,Khandwa,Madhya Pradesh,India
Lyallpur Khalsa College of Engineering,Jalandhar,Punjab,India
Radical Technical Institute,Amritsar,Punjab,India
Amani Group of Institutions,Amroha,Uttar Pradesh,India
Deepshikha College of Technical Education,Jaipur,Rajasthan,India
CBS Group of Institutions,Jhajjar,Haryana,India
Jagannath University,Bahadurgarh,Haryana,India
College of Applied Science,Vadakkencherry,Kerala,India
Government Polytechnic for Girls,Patiala,Punjab,India
Sri Venkateswara Institute of Science and Technology,Thirupachur,Tamil Nadu,India
Tirupati College of Polytechnic and Pharmacy,Ratia,Haryana,India
Asian College of Engineering and Technology,Coimbatore,Tamil Nadu,India
Siddhartha Educational Academy Group of Institutions,Tirupati,Andhra Pradesh,India
Akula Sree Ramulu Institute of Engineering and Technology,Tadepalligudem,Andhra Pradesh,India
ARS College of Engineering,Maraimalai Nagar,Tamil Nadu,India
Vyas College of Engineering and Technology,Jodhpur,Rajasthan,India
MES College of Architecture,Kakkodi,Kerala,India
RAAK College of Engineering and Technology,Villianur,Puducherry,India
Aryabhatta College of Engineering and Technology,Barnala,Punjab,India
CT Institute of Technology and Research,Jalandhar,Punjab,India
Jain AGM Institute of Technology,Jamkhandi Rural,Karnataka,India
Government Polytechnic,Rewa,Madhya Pradesh,India
LBS Centre for Science and Technology,Thiruvananthapuram,Kerala,India
Amity Institute of Food Technology,Noida,Uttar Pradesh,India
Bhubaneswar Institute of Industrial Technology,Bhubaneshwar,Odisha,India
Veerayatan Institute of Engineering,Kutch,Gujarat,India
Sreenivasa College of Engineering and Technology,Pedda Tekur,Andhra Pradesh,India
Asiatic Institute of Science and Technology,Rajkot,Gujarat,India
Department of Computer Science,Thiruvananthapuram,Kerala,India
Azad College of Engineering and Technology,Hyderabad,Telangana,India
Bhargava College of Engineering and Technology,Samba,Jammu and Kashmir,India
Prince Institute of Innovative Technology,Gautam Budh Nagar,Uttar Pradesh,India
Mahatma Gandhi Universe Institute,Unnao,Uttar Pradesh,India
VIIT College of Technology and Management,Bulandshahr,Uttar Pradesh,India
Aklia College of Engineering and Management Technology,Goniana,Punjab,India
Nizar Rahim and Mark School of Architecture,Kollam,Kerala,India
Rajendra Mane Polytechnic,Karambele Tarf Sangameshwar,Maharashtra,India
Thakur Polytechnic,Mumbai,Maharashtra,India
Shah and Anchor Kutchhi Polytechnic,Mumbai,Maharashtra,India
Yashwantrao Bhonsale Polytechnic,Charathe,Maharashtra,India
Government Polytechnic,Ambad,Maharashtra,India
Dr Panjabrao Deshmukh Girls Polytechnic,Amravati,Maharashtra,India
Vidya Pratishthan's Polytechnic College,Indapur,Maharashtra,India
Government Polytechnic,Vikramgad,Maharashtra,India
Shri Vatavriksha Swami Maharaj Devashtan's Polytechnic,Solapur,Maharashtra,India
Guru Gobind Singh Polytechnic,Nashik,Maharashtra,India
Tura Polytechnic,Tura,Meghalaya,India
Badriprasad Institute of Technology,Sambalpur,Odisha,India
Suddhananda Residential Polytechnic,Bhubaneswar,Odisha,India
Vikash Polytechnic,Saunthpur,Odisha,India
Swami Vivekananda School of Engineering and Technology,Khurda,Odisha,India
Zenith Institute of Science and Technology,Bhubaneswar,Odisha,India
Diviseema Polytechnic,Machavaram,Andhra Pradesh,India
Devasya Polytechnic,Matahni,Himachal Pradesh,India
Government Polytechnic For Women,Kandaghat,Himachal Pradesh,India
Jharkhand Government Mini Tool Room and Training Centre,Ranchi,Jharkhand,India
Vidya Memorial Institute of Technology,Ranchi,Jharkhand,India
Al-Khateeb Government Aided Polytechnic,Bengaluru,Karnataka,India
Jain Polytechnic,Davanagere,Karnataka,India
Government Polytechnic,Koppal,Karnataka,India
SN Mudbidri Polytechnic,Moodbidri,Karnataka,India
Dr TMA Pai Polytechnic,Manipal,Karnataka,India
JSS Polytechnic,Mysuru,Karnataka,India
The Oxford Polytechnic,Bengaluru,Karnataka,India
Rajiv Gandhi Institute For Steel Technology,Bellary,Karnataka,India
Sheth Shri Otarmal Sheshmal Parmar College of Diploma Engineering,Raigad,Maharashtra,India
Aditya Polytechnic College,Beed,Maharashtra,India
Government Polytechnic,Miraj,Maharashtra,India
OM Polytechnic,Umred,Maharashtra,India
Karmaveer Bhaurao Patil Polytechnic,Satara,Maharashtra,India
NIT Polytechnic,Mahurzari,Maharashtra,India
Bhivrabai Sawant Polytechnic,Pune,Maharashtra,India
Smt Sharchchandrika Suresh Patil Institute of Technology,Chopda,Maharashtra,India
Sant Tukaram Polytechnic,Induri,Maharashtra,India
KE Society's Rajarambapu Institute of Technology for Polytechnic,Pune,Maharashtra,India
JT Mahajan Polytechnic,Faizpur,Maharashtra,India
Sri Varalakshmi Polytechnic,Machilipatnam,Andhra Pradesh,India
Sanketika Polytechnic College,Visakhapatnam,Andhra Pradesh,India
KK Polytechnic,Nalanda,Bihar,India
Netaji Subhas Institute of Polytechnic,Dealpur Daulat,Bihar,India
GEMS Polytechnic College,Ratanpura,Bihar,India
Kirodimal Government Polytechnic,Raigarh,Chhattisgarh,India
Government Polytechnic,Palanpur,Gujarat,India
ARPIT Institute of Engineering and Technology,Hadala,Gujarat,India
Image Engineering and Technical Institute,Kheda,Gujarat,India
Shree Niranjana Swamy Polytechnic,Mangalore,Karnataka,India
Smt LV Government Polytechnic,Hassan,Karnataka,India
Maratha Mandal Polytechnic,Belagavi,Karnataka,India
Sree Narayana Guru Polytechnic College,Coimbatore,Tamil Nadu,India
Sri Venkateswara Polytechnic College,Adukkamparai,Tamil Nadu,India
Ramu Seetha Polytechnic College,Virudhunagar,Tamil Nadu,India
DPC Polytechnic College,Pagalpatti,Tamil Nadu,India
TDR Polytechnic,Bibinagar,Telangana,India
Alpine College of Management and Technology,Dehradun,Uttarakhand,India
Kongu Polytechnic College,Perundurai,Tamil Nadu,India
IRT Polytechnic College,Tirunelveli,Tamil Nadu,India
Meenakshi Krishnan Polytechnic College,Chennai,Tamil Nadu,India
KSR Polytechnic College,Thokkavadi,Tamil Nadu,India
Virudhunagar S Vellaichamy Nadar Polytechnic College,Virudhunagar,Tamil Nadu,India
Swami Vivekananda Polytechnic College,Perambalur,Tamil Nadu,India
St Mariam Polytechnic College,Tirunelveli,Tamil Nadu,India
Everest Polytechnic College,Tirunelveli,Tamil Nadu,India
Institute of Textile Technology,Chaudwar,Odisha,India
Asian School of Technology,Bhubaneswar,Odisha,India
Ramgarhia Polytechnic College,Phagwara,Punjab,India
Baba Banda Singh Bahadur Polytechnic College,Fatehgarh Sahib,Punjab,India
Abbnoor Polytechnic College,Faridkot,Punjab,India
Longowal Polytechnic College,Dera Bassi,Punjab,India
Bhai Mani Singh Polytechnic College,Surjitpura,Punjab,India
Adarsh Polytechnic College,Samana,Punjab,India
Bahra Polytechnic College,Patiala,Punjab,India
DPG Polytechnic,Gurgaon,Haryana,India
Chhotu Ram Polytechnic,Rohtak,Haryana,India
Shree Ram Institute of Technical Education,Haripur,Haryana,India
Gyan Ganga Polytechnic,Chhapri,Haryana,India
E Max Polytechnic College,Panjlasa,Haryana,India
Yashvir Memorial Technical Institute,Jind,Haryana,India
Abhishek Polytechnic College,Abohar,Punjab,India
KVT Polytechnic,Kandavara,Karnataka,India
Kamath Institute of Technology,Hombady-Mandadi,Karnataka,India
Vivekanand Polytechnic,Sitasaongi,Maharashtra,India
Shri Shivaji Polytechnic Institute,Parbhani,Maharashtra,India
Sharad Institute of Technology,Ichalkaranji,Maharashtra,India
Shri Gulabrao Deokar Polytechnic,Jalgaon,Maharashtra,India
Government Residential Women's Polytechnic College,Yavatmal,Maharashtra,India
Gurukulam Institute of Technical Education,Ambala,Haryana,India
Ashtvinayak Institute of Technology,Kharkali,Haryana,India
Government Polytechnic,Bahraich,Uttar Pradesh,India
Ram Singh College of Engineering and Technology,Firozabad,Uttar Pradesh,India
Town Polytechnic,Ballia,Uttar Pradesh,India
Bhaavya Technical Institute,Agra,Uttar Pradesh,India
Erode Institute of Chemical Technology Polytechnic College,Vijayamangalam,Tamil Nadu,India
RVS Polytechnic College,Coimbatore,Tamil Nadu,India
Paavendhar Polytechnic College,Salem,Tamil Nadu,India
Aalim Muhammed Salegh Polytechnic College,Chennai,Tamil Nadu,India
CSI Polytechnic College,Salem,Tamil Nadu,India
Nagasiva Polytechnic College,Virathanoor,Tamil Nadu,India
Arasan Ganesan Polytechnic College,A.Meenachipuram,Tamil Nadu,India
VDF School of Polytechnic,Latur,Maharashtra,India
Sahyadri Polytechnic,Ratnagiri,Maharashtra,India
Allahabad College of Engineering and Management,Amaon,Uttar Pradesh,India
Sanjay Gandhi Polytechnic,Sultanpur,Uttar Pradesh,India
Azad Polytechnic,Azamgarh,Uttar Pradesh,India
Sree Rama Government Polytechnic College,Valapad,Kerala,India
Vijay Pratap Institute of Technology,Jaunpur,Uttar Pradesh,India
Mahatma Jyotiba Phule Government Polytechnic,Pata,Uttar Pradesh,India
Anjana Institute of Technical Education,Ajgara,Uttar Pradesh,India
Marathwada Institute of Technology,Aurangabad,Maharashtra,India
Padmashree Dr DY Patil Polytechnic,Navi Mumbai,Maharashtra,India
Marathwada Mitra Mandal Polytechnic,Pune,Maharashtra,India
Sri Durgadevi Polytechnic College,Thiruvallur,Tamil Nadu,India
Elumalai Polytechnic College,Villupuram,Tamil Nadu,India
Rajaji Institute of Technology,Salem,Tamil Nadu,India
Thevanesam Erudhaya Ammal Polytechnic College,Thoothukudi,Tamil Nadu,India
Wainganga Polytechnic,Wadad,Maharashtra,India
SNJB's Shri Hiralal Hastimal Jain Brothers Polytechnic,Chandwad,Maharashtra,India
Ratneshwari Institute of Polytechnic,Nanded,Maharashtra,India
Latthe Education Society's Polytechnic,Sangli,Maharashtra,India
Government Polytechnic,Pen,Maharashtra,India
MGM'S Polytechnic College,Aurangabad,Maharashtra,India
Nikam Institute of Technology Polytechnic,Dhule,Maharashtra,India
Vashisth Polytechnic College,Suratgarh,Rajasthan,India
Government Polytechnic College,Kota,Rajasthan,India
Guru Kripa Polytechnic College,Kota,Rajasthan,India
Government Polytechnic College,Alwar,Rajasthan,India
Imperial Institute of Polytechnic and Technology,Jaipur,Rajasthan,India
Savitri Bai Phule Government Girls Polytechnic,Ugranu Aht.,Uttar Pradesh,India
MSD Polytechnic College,Azamgarh,Uttar Pradesh,India
Heritage Technical College,Agra,Uttar Pradesh,India
Kanchan Polytechnic,Manehroo,Uttar Pradesh,India
Drona's Polytechnic College,Dehradun,Uttarakhand,India
Government Polytechnic,Srinagar,Uttarakhand,India
Government Polytechnic,Chamoli Gopeshwar,Uttarakhand,India
GET Group of Institution Faculty of Technology,Bazpur,Uttarakhand,India
College of Advanced Technology,Roorkee,Uttarakhand,India
KL Polytechnic,Roorkee,Uttarakhand,India
Government Polytechnic,Dehradun,Uttarakhand,India
Gobindapur Sephali Memorial Polytechnic,Burdwan,West Bengal,India
Basantika Institute of Engineering and Technology,Gonpur,West Bengal,India
Asansol Institute of Engineering and Management,Burdwan,West Bengal,India
Purulia Polytechnic,Purulia,West Bengal,India
Rajendranath College of Polytechnic,Burdwan,West Bengal,India
Minerva Polytechnic,Gopgram,West Bengal,India
Kingston Polytechnic College,Kolkata,West Bengal,India
Nibedita Institute of Technology,Sagarpara,West Bengal,India
Dumkal Polytechnic,Juginda,West Bengal,India
Shree Ramkrishna Institute of Science and Technology,Kolkata,West Bengal,India
Luthfaa Polytechnic Institute,Malandighi,West Bengal,India
KPS Institute of Polytechnic,Hooghly,West Bengal,India
Amity School of Architecture and Planning,Noida,Uttar Pradesh,India
Pillai HOC College of Architecture,Rasayani,Maharashtra,India
Vedavyasa College of Architecture,Malappuram,Kerala,India
Government Polytechnic College,Rohru,Himachal Pradesh,India
College of Architecture and Centre For Design,Nashik,Maharashtra,India
Universal Polytechnic College,Lalru,Punjab,India
LTR Institute of Technology,Meerut,Uttar Pradesh,India
Shree Samarth Polytechnic,Ahmednagar,Maharashtra,India
Sri Ranganathar Institute of Polytechnic College,Coimbatore,Tamil Nadu,India
Government Polytechnic College,Fathimanagar,Tamil Nadu,India
Shree Bhagwat Institute of Technology,Varanasi,Uttar Pradesh,India
Gyanmanjari Institute of Technology,Bhavnagar,Gujarat,India
Sigma Polytechnic,Vadodara,Gujarat,India
Government Polytechnic,Bharuch,Gujarat,India
Government Polytechnic,Waghai,Gujarat,India
Parul Polytechnic Institute,Waghodia,Gujarat,India
AERP ITM Polytechnic,Palwal,Haryana,India
Government Polytechnic,Hamirpur,Himachal Pradesh,India
Government Polytechnic College,Kannur,Kerala,India
Government Polytechnic College,Periye,Kerala,India
Technocrats Institute of Technology Advance,Bhopal,Madhya Pradesh,India
Shri Sai Institute of Technology Polytechnic,Aurangabad,Maharashtra,India
Government Polytechnic,Arvi,Maharashtra,India
Government Polytechnic,Osmanabad,Maharashtra,India
Navjeevan Education Society's Polytechnic,Mumbai,Maharashtra,India
Government Polytechnic,Indala,Maharashtra,India
Government Polytechnic,Agnipur,Odisha,India
Government Polytechnic,Remuna,Odisha,India
Orissa School of Engineering,Brahmapur,Odisha,India
Christ Institute of Technology,Villianur,Puducherry,India
TTAADC Polytechnic Institute,Khumulwng,Tripura,India
Lal Bahadur Shastri Polytechnic,Manda,Uttar Pradesh,India
VIIT Polytechnic College,Bulandshahr,Uttar Pradesh,India
Abhay Memorial Trust Group of Institutions,Allahabad,Uttar Pradesh,India
Subharti Polytechnic College,Meerut,Uttar Pradesh,India
Om Institute of Technology,Haridwar,Uttarakhand,India
AKT Memorial Polytechnic College,Kallakurichi,Tamil Nadu,India
Baghmundi Government Polytechnic,Baghmundi,West Bengal,India
Bilaspur College of Polytechnic,Farhada,Chhattisgarh,India
CMRA Government Polytechnic,Sanghi,Haryana,India
GCRG College of Polytechnic,Lucknow,Uttar Pradesh,India
Government Polytechnic College,Churu,Rajasthan,India
Government Girls Polytechnic,Bilaspur,Chhattisgarh,India
Government Polytechnic College,Koovappady,Kerala,India
Government Polytechnic College,Koratty,Kerala,India
Government Polytechnic,Katihar,Bihar,India
Government Polytechnic,Jintur,Maharashtra,India
Saheed Jageshwar Nagar Government Polytechnic College,Dewas,Madhya Pradesh,India
Government Polytechnic College,Batala,Punjab,India
Government Polytechnic Garhi Shyampur,Rishikesh,Uttarakhand,India
Government Polytechnic,Sonipat,Haryana,India
Government Polytechnic College,Jhabua,Madhya Pradesh,India
Kalawatibai College of Engineering and Technology Polytechnic,Naigaon,Maharashtra,India
Marudhara Polytechnic College,Laxmangarh,Rajasthan,India
NV Society's Polytechnic,Kalaburagi,Karnataka,India
PM Polytechnic,Kami,Haryana,India
PES Polytechnic,Bengaluru,Karnataka,India
Sri Padmam Polytechnic College,Tirupattur,Tamil Nadu,India
St Joseph Polytechnic College,Thirumayam,Tamil Nadu,India
The Salem Polytechnic College,Gajallnayakkanpatti,Tamil Nadu,India
VMR Polytechnic,Warangal,Telangana,India
Moti Babu Institute of Technology,Forbesganj,Bihar,India
Accurate Institute of Architecture and Planning,Greater Noida,Uttar Pradesh,India
MK College of Engineering and Technological Research,Patan,Gujarat,India
Purvanchal Institute of Architecture and Design,Gorakhpur,Uttar Pradesh,India
Oxford College of Engineering and Management,Ramachandrapur,Odisha,India
Zeal Polytechnic,Pune,Maharashtra,India
Vi Institute of Technology,Kanchipuram,Tamil Nadu,India
Veerammal College of Engineering,Sengattampatti,Tamil Nadu,India
Sasurie Academy of Engineering,Tiruppur,Tamil Nadu,India
Pollachi Institute of Engineering and Technology,Pollachi,Tamil Nadu,India
Nalanda Institute of Technology,Kantepudi,Andhra Pradesh,India
ShriRam Institute of Information Technology,Gwalior,Madhya Pradesh,India
ShriRam College of Engineering and Management,Gwalior,Madhya Pradesh,India
Shri Rawatpura Sarkar Institute of Technology and Management,Kudan,Madhya Pradesh,India
Lakshmi Bai Sahuji Institute of Engineering and Technology,Jabalpur,Madhya Pradesh,India
Ghanshyam Hemlata Institute of Technology and Management,Puri,Odisha,India
Tawi Engineering College,Pathankot,Punjab,India
MK School of Engineering and Technology,Jethuwal,Punjab,India
CGC Institute of Architecture,Gharuan,Punjab,India
Shyam Institute of Engineering and Technology,Lalsot,Rajasthan,India
Rajasthan Vidyapeeth Technology College,Udaipur,Rajasthan,India
Aryabhatta College of Engineering and Research Centre,Ajmer,Rajasthan,India
Shree Ram Mulkh Institute of Engineering and Technology,Kohra-Bhura,Haryana,India
BM Group of Institutions,Gurgaon,Haryana,India
Brahmanand Group of Institutions,Bulandshahr,Uttar Pradesh,India
Institute of Architecture and Town Planning,Bargadi Magath,Uttar Pradesh,India
Pragna Bharath Institute of Technology,Mudimyal,Telangana,India
Dr Paul Raj Engineering College,East Godavari,Andhra Pradesh,India
Vivekanandha Institute of Engineering and Technology for Women,Elaiyampalayam,Tamil Nadu,India
Vivekananda Institute of Science and Information Technology,Farooqnagar,Telangana,India
Vishnu Sree Institute of Technology,Jalalpur,Telangana,India
Vinuthna Institute of Technology and Science,Hasanparthy,Telangana,India
Vindhya Institute of Technology and Science,Jabalpur,Madhya Pradesh,India
Vikash Institute of Technology,Bargarh,Odisha,India
Farah Engineering College,Chevella,Telangana,India
Vidhya Mandhir Institute of Technology,Ingur,Tamil Nadu,India
Velaga Nageswara Rao College of Engineering,VallabhaRaoPalem,Andhra Pradesh,India
Veer Kunwar Institute of Technology,Alampur Dhapi,Uttar Pradesh,India
Vedhantha Institute of Technology,Padur,Tamil Nadu,India
Varuvan Vadivelan Institute of Technology,Nallanahalli,Tamil Nadu,India
VS Lakshmi Engineering College for Women,Matlapalem,Andhra Pradesh,India
VP Muthaiah Pillai Meenakshi Ammal Engineering College for Women,Krishnan Kovil,Tamil Nadu,India
The Selvam Women Excellence Engineering Technology,Kunnathur,Tamil Nadu,India
Synergy Institute of Technology,Dewas,Madhya Pradesh,India
Syed Hashim College of Science and Technology,Gundanpalli,Telangana,India
Swift Technical Campus,Rajpura,Punjab,India
Swetha Institute of Technology and Science for Women,C Ramapuram,Andhra Pradesh,India
Swarna Bharathi College of Engineering,Gurralapadu,Telangana,India
Sushila Devi Bansal College of Technology,Umariya,Madhya Pradesh,India
Surya School of Engineering and Technology,Villupuram,Tamil Nadu,India
Supraja Institute of Technology and Science,Ghanpur,Telangana,India
Sundargarh Engineering College,Bijulikhaman,Odisha,India
Sujala Bharati Institute of Technology,Warangal,Telangana,India
Sudheer Reddy College of Engineering and Technology for Women,Dichpally,Telangana,India
Sudharsan Engineering College,Sathyamangalam,Tamil Nadu,India
College Name,City,State,Country
Subhash Kool College of Engineering,Boripardhi,Maharashtra,India
Subas Institute of Technology,Chandiprasad,Odisha,India
Star Lion College of Engineering and Technology,Thanjavur,Tamil Nadu,India
Star Academy of Technology and Management,Bhawrasla,Madhya Pradesh,India
Stallion College For Engineering and Technology,Chhutmalpur,Uttar Pradesh,India
Pallavan College of Engineering,Injambakkam,Tamil Nadu,India
Pallava Raja College of Engineering,Ayyangarkulam,Tamil Nadu,India
PSR Rengasamy College of Engineering for Women,Sivakasi,Tamil Nadu,India
Om Engineering College,Kathrota,Gujarat,India
Ojaswini Institute of Management and Technology,Hathna,Madhya Pradesh,India
Newton's Institute of Science and Technology,Guntur,Andhra Pradesh,India
Narasu's Sarathy Institute of Technology,Salem,Tamil Nadu,India
Nagnathappa Halge College of Engineering,Parli,Maharashtra,India
MP School of Engineering,Bhagatua,Uttar Pradesh,India
Mona College of Engineering and Technology,Golla Guda Rural,Telangana,India
Mohammadiya Institute of Technology,Khammam,Telangana,India
Modern Institute of Technology and Research Centre,Alwar,Rajasthan,India
Maxim Institute of Technology,Bhopal,Madhya Pradesh,India
Marthandam College of Engineering and Technology,Attoor,Tamil Nadu,India
Mandsaur Institute of Technology,Daulatpura,Madhya Pradesh,India
Malhotra Technical Research Institute,Bhopal,Madhya Pradesh,India
Maharana Pratap College of Technology and Management,Kheriya Modi,Madhya Pradesh,India
Maharana Pratap College For Women,Mandhana,Uttar Pradesh,India
Maharana Institute of Professional Studies,Kanpur,Uttar Pradesh,India
Maharaja Institute of Technology,Coimbatore,Tamil Nadu,India
Maharaja Engineering College,Avinashi,Tamil Nadu,India
Mahalakshmi Engineering College,Thudaiyur,Tamil Nadu,India
Madha Institute of Engineering and Technology,Thandalam,Tamil Nadu,India
MET Engineering College,Chenbagaramanputhoor,Tamil Nadu,India
